"","sample_id","location_id","date","parameter","unit","result","qualifier"
"698","RCR09_180515_0.1","RCR09",2018-05-15,"Conductivity","uS/cm",333,""
"699","RCR09_180515_0.1","RCR09",2018-05-15,"Dissolved oxygen (DO)","mg/l",8.41,""
"700","RCR09_180515_0.1","RCR09",2018-05-15,"pH","none",7.61,""
"701","RCR09_180515_0.1","RCR09",2018-05-15,"Temperature, water","deg C",20.74,""
"702","RCR09_180522","RCR09",2018-05-22,"Escherichia coli","MPN/100mL",387,""
"703","RCR09_180522_0.1","RCR09",2018-05-22,"Dissolved oxygen (DO)","mg/l",9.12,""
"704","RCR09_180522_0.1","RCR09",2018-05-22,"pH","none",7.54,""
"705","RCR09_180522_0.1","RCR09",2018-05-22,"Temperature, water","deg C",19.74,""
"706","RCR09_180529","RCR09",2018-05-29,"Escherichia coli","MPN/100mL",548,""
"707","RCR09_180529_0.1","RCR09",2018-05-29,"Conductivity","uS/cm",486,""
"708","RCR09_180529_0.1","RCR09",2018-05-29,"Dissolved oxygen (DO)","mg/l",8.86,""
"709","RCR09_180529_0.1","RCR09",2018-05-29,"pH","none",7.68,""
"710","RCR09_180529_0.1","RCR09",2018-05-29,"Temperature, water","deg C",20.96,""
"711","RCR09_180605","RCR09",2018-06-05,"Escherichia coli","MPN/100mL",1046,""
"712","RCR09_180605_0.1","RCR09",2018-06-05,"Conductivity","uS/cm",339,""
"713","RCR09_180605_0.1","RCR09",2018-06-05,"Dissolved oxygen (DO)","mg/l",9.22,""
"714","RCR09_180605_0.1","RCR09",2018-06-05,"pH","none",7.96,""
"715","RCR09_180605_0.1","RCR09",2018-06-05,"Temperature, water","deg C",19.23,""
"716","RCR09_180612","RCR09",2018-06-12,"Escherichia coli","MPN/100mL",2420,">"
"717","RCR09_180612_0.1","RCR09",2018-06-12,"Conductivity","uS/cm",342,""
"718","RCR09_180612_0.1","RCR09",2018-06-12,"Dissolved oxygen (DO)","mg/l",9.52,""
"719","RCR09_180612_0.1","RCR09",2018-06-12,"pH","none",7.7,""
"720","RCR09_180612_0.1","RCR09",2018-06-12,"Temperature, water","deg C",17.91,""
"721","RCR09_180619","RCR09",2018-06-19,"Escherichia coli","MPN/100mL",461,""
"722","RCR09_180619_0.1","RCR09",2018-06-19,"Conductivity","uS/cm",609,""
"723","RCR09_180619_0.1","RCR09",2018-06-19,"Dissolved oxygen (DO)","mg/l",8.26,""
"724","RCR09_180619_0.1","RCR09",2018-06-19,"pH","none",7.62,""
"725","RCR09_180619_0.1","RCR09",2018-06-19,"Temperature, water","deg C",24.24,""
"726","RCR09_180625","RCR09",2018-06-25,"Escherichia coli","MPN/100mL",1553,""
"727","RCR09_180625_0.1","RCR09",2018-06-25,"Conductivity","uS/cm",479,""
"728","RCR09_180625_0.1","RCR09",2018-06-25,"Dissolved oxygen (DO)","mg/l",8.57,""
"729","RCR09_180625_0.1","RCR09",2018-06-25,"pH","none",7.61,""
"730","RCR09_180625_0.1","RCR09",2018-06-25,"Temperature, water","deg C",22.36,""
"731","RCR09_180702","RCR09",2018-07-02,"Escherichia coli","MPN/100mL",285,""
"732","RCR09_180702_0.1","RCR09",2018-07-02,"Conductivity","uS/cm",620,""
"733","RCR09_180702_0.1","RCR09",2018-07-02,"Dissolved oxygen (DO)","mg/l",8.09,""
"734","RCR09_180702_0.1","RCR09",2018-07-02,"pH","none",7.58,""
"735","RCR09_180702_0.1","RCR09",2018-07-02,"Temperature, water","deg C",25.18,""
"736","RCR09_180710","RCR09",2018-07-10,"Escherichia coli","MPN/100mL",196,""
"737","RCR09_180710_0.1","RCR09",2018-07-10,"Conductivity","uS/cm",644,""
"738","RCR09_180710_0.1","RCR09",2018-07-10,"Dissolved oxygen (DO)","mg/l",8.35,""
"739","RCR09_180710_0.1","RCR09",2018-07-10,"pH","none",7.74,""
"740","RCR09_180710_0.1","RCR09",2018-07-10,"Temperature, water","deg C",22.75,""
"741","RCR09_180717","RCR09",2018-07-17,"Escherichia coli","MPN/100mL",2420,">"
"742","RCR09_180717_0.1","RCR09",2018-07-17,"Conductivity","uS/cm",647,""
"743","RCR09_180717_0.1","RCR09",2018-07-17,"Dissolved oxygen (DO)","mg/l",7.22,""
"744","RCR09_180717_0.1","RCR09",2018-07-17,"pH","none",7.63,""
"745","RCR09_180717_0.1","RCR09",2018-07-17,"Temperature, water","deg C",25.27,""
"746","RCR09_180723","RCR09",2018-07-23,"Escherichia coli","MPN/100mL",4840,">"
"747","RCR09_180723_0.1","RCR09",2018-07-23,"Conductivity","uS/cm",109,""
"748","RCR09_180723_0.1","RCR09",2018-07-23,"Dissolved oxygen (DO)","mg/l",8.8,""
"749","RCR09_180723_0.1","RCR09",2018-07-23,"pH","none",7.89,""
"750","RCR09_180723_0.1","RCR09",2018-07-23,"Temperature, water","deg C",22.39,""
"751","RCR09_180730","RCR09",2018-07-30,"Escherichia coli","MPN/100mL",980,""
"752","RCR09_180730_0.1","RCR09",2018-07-30,"Conductivity","uS/cm",349,""
"753","RCR09_180730_0.1","RCR09",2018-07-30,"Dissolved oxygen (DO)","mg/l",8.6,""
"754","RCR09_180730_0.1","RCR09",2018-07-30,"pH","none",7.65,""
"755","RCR09_180730_0.1","RCR09",2018-07-30,"Temperature, water","deg C",22.8,""
"756","RCR09_180807","RCR09",2018-08-07,"Escherichia coli","MPN/100mL",2420,">"
"757","RCR09_180807_0.1","RCR09",2018-08-07,"Conductivity","uS/cm",293,""
"758","RCR09_180807_0.1","RCR09",2018-08-07,"Dissolved oxygen (DO)","mg/l",8.16,""
"759","RCR09_180807_0.1","RCR09",2018-08-07,"pH","none",7.96,""
"760","RCR09_180807_0.1","RCR09",2018-08-07,"Temperature, water","deg C",24.96,""
"761","RCR09_180814","RCR09",2018-08-14,"Escherichia coli","MPN/100mL",2420,">"
"762","RCR09_180814_0.1","RCR09",2018-08-14,"Conductivity","uS/cm",456,""
"763","RCR09_180814_0.1","RCR09",2018-08-14,"Dissolved oxygen (DO)","mg/l",8.65,""
"764","RCR09_180814_0.1","RCR09",2018-08-14,"pH","none",7.82,""
"765","RCR09_180814_0.1","RCR09",2018-08-14,"Temperature, water","deg C",23.2,""
"766","RCR09_180820","RCR09",2018-08-20,"Escherichia coli","MPN/100mL",1986,""
"767","RCR09_180820_0.1","RCR09",2018-08-20,"Conductivity","uS/cm",494,""
"768","RCR09_180820_0.1","RCR09",2018-08-20,"Dissolved oxygen (DO)","mg/l",8.4,""
"769","RCR09_180820_0.1","RCR09",2018-08-20,"pH","none",7.58,""
"770","RCR09_180820_0.1","RCR09",2018-08-20,"Temperature, water","deg C",23.52,""
"771","RCR09_180827","RCR09",2018-08-27,"Escherichia coli","MPN/100mL",2420,">"
"772","RCR09_180827_0.1","RCR09",2018-08-27,"Conductivity","uS/cm",360,""
"773","RCR09_180827_0.1","RCR09",2018-08-27,"Dissolved oxygen (DO)","mg/l",8.62,""
"774","RCR09_180827_0.1","RCR09",2018-08-27,"pH","none",7.73,""
"775","RCR09_180827_0.1","RCR09",2018-08-27,"Temperature, water","deg C",22.8,""
"776","RCR09_180904","RCR09",2018-09-04,"Escherichia coli","MPN/100mL",1733,""
"777","RCR09_180904_0.1","RCR09",2018-09-04,"Conductivity","uS/cm",366,""
"778","RCR09_180904_0.1","RCR09",2018-09-04,"Dissolved oxygen (DO)","mg/l",7.89,""
"779","RCR09_180904_0.1","RCR09",2018-09-04,"pH","none",7.6,""
"780","RCR09_180904_0.1","RCR09",2018-09-04,"Temperature, water","deg C",25.28,""
"781","RCR09_180911","RCR09",2018-09-11,"Escherichia coli","MPN/100mL",1012,""
"782","RCR09_180911_0.1","RCR09",2018-09-11,"Conductivity","uS/cm",285,""
"783","RCR09_180911_0.1","RCR09",2018-09-11,"Dissolved oxygen (DO)","mg/l",9.07,""
"784","RCR09_180911_0.1","RCR09",2018-09-11,"pH","none",7.6,""
"785","RCR09_180911_0.1","RCR09",2018-09-11,"Temperature, water","deg C",20.63,""
"786","RCR09_180918","RCR09",2018-09-18,"Escherichia coli","MPN/100mL",2420,">"
"787","RCR09_180918_0.1","RCR09",2018-09-18,"Conductivity","uS/cm",120,""
"788","RCR09_180918_0.1","RCR09",2018-09-18,"Dissolved oxygen (DO)","mg/l",8.75,""
"789","RCR09_180918_0.1","RCR09",2018-09-18,"pH","none",7.53,""
"790","RCR09_180918_0.1","RCR09",2018-09-18,"Temperature, water","deg C",23.39,""
"791","RCR09_180924","RCR09",2018-09-24,"Escherichia coli","MPN/100mL",2420,">"
"792","RCR09_180924_0.1","RCR09",2018-09-24,"Conductivity","uS/cm",221,""
"793","RCR09_180924_0.1","RCR09",2018-09-24,"Dissolved oxygen (DO)","mg/l",9.58,""
"794","RCR09_180924_0.1","RCR09",2018-09-24,"pH","none",7.65,""
"795","RCR09_180924_0.1","RCR09",2018-09-24,"Temperature, water","deg C",19.12,""
"796","RCR09_181002","RCR09",2018-10-02,"Escherichia coli","MPN/100mL",1733,""
"797","RCR09_181002_0.1","RCR09",2018-10-02,"Conductivity","uS/cm",311,""
"798","RCR09_181002_0.1","RCR09",2018-10-02,"Dissolved oxygen (DO)","mg/l",9.3,""
"799","RCR09_181002_0.1","RCR09",2018-10-02,"pH","none",7.83,""
"800","RCR09_181002_0.1","RCR09",2018-10-02,"Temperature, water","deg C",19.6,""
"801","RCR09_181106","RCR09",2018-11-06,"Escherichia coli","MPN/100mL",2420,">"
"802","RCR09_181106_0.1","RCR09",2018-11-06,"Conductivity","uS/cm",215,""
"803","RCR09_181106_0.1","RCR09",2018-11-06,"Dissolved oxygen (DO)","mg/l",10.5,""
"804","RCR09_181106_0.1","RCR09",2018-11-06,"pH","none",8.67,""
"805","RCR09_181106_0.1","RCR09",2018-11-06,"Temperature, water","deg C",13.3,""
"806","RCR09_181204_0.1","RCR09",2018-12-04,"Conductivity","uS/cm",467,""
"807","RCR09_181204_0.1","RCR09",2018-12-04,"Dissolved oxygen (DO)","mg/l",12.3,""
"808","RCR09_181204_0.1","RCR09",2018-12-04,"pH","none",8.34,""
"809","RCR09_181204_0.1","RCR09",2018-12-04,"Temperature, water","deg C",7.1,""
"810","RCR09_190305","RCR09",2019-03-05,"Escherichia coli","MPN/100mL",99,""
"811","RCR09_190402","RCR09",2019-04-02,"Escherichia coli","MPN/100mL",110,""
"812","RCR09_190507","RCR09",2019-05-07,"Escherichia coli","MPN/100mL",411,""
"813","RCR09_190514","RCR09",2019-05-14,"Escherichia coli","MPN/100mL",2192,""
"814","RCR09_190520","RCR09",2019-05-20,"Escherichia coli","MPN/100mL",178,""
"815","RCR09_190528","RCR09",2019-05-28,"Escherichia coli","MPN/100mL",2420,""
"816","RCR09_190604","RCR09",2019-06-04,"Escherichia coli","MPN/100mL",1482,""
"817","RCR09_190611","RCR09",2019-06-11,"Escherichia coli","MPN/100mL",1304,""
"818","RCR09_190618","RCR09",2019-06-18,"Escherichia coli","MPN/100mL",2420,""
"819","RCR09_190624","RCR09",2019-06-24,"Escherichia coli","MPN/100mL",517,""
"820","RCR09_190701","RCR09",2019-07-01,"Escherichia coli","MPN/100mL",249,""
"821","RCR09_190709","RCR09",2019-07-09,"Escherichia coli","MPN/100mL",2420,""
"822","RCR09_190716","RCR09",2019-07-16,"Escherichia coli","MPN/100mL",365,""
"823","RCR09_190722","RCR09",2019-07-22,"Escherichia coli","MPN/100mL",2420,""
"824","RCR09_190729","RCR09",2019-07-29,"Escherichia coli","MPN/100mL",308,""
"825","RCR09_190806","RCR09",2019-08-06,"Escherichia coli","MPN/100mL",292,""
"826","RCR09_190813","RCR09",2019-08-13,"Escherichia coli","MPN/100mL",308,""
"827","RCR09_190819","RCR09",2019-08-19,"Escherichia coli","MPN/100mL",1986,""
"828","RCR09_190826","RCR09",2019-08-26,"Escherichia coli","MPN/100mL",387,""
"829","RCR09_190903","RCR09",2019-09-03,"Escherichia coli","MPN/100mL",272,""
"830","RCR09_190910","RCR09",2019-09-10,"Escherichia coli","MPN/100mL",387,""
"831","RCR09_190917","RCR09",2019-09-17,"Escherichia coli","MPN/100mL",164,""
"832","RCR09_190923","RCR09",2019-09-23,"Escherichia coli","MPN/100mL",238,""
"833","RCR09_190930","RCR09",2019-09-30,"Escherichia coli","MPN/100mL",2420,""
"834","RCR09_191021","RCR09",2019-10-21,"Escherichia coli","MPN/100mL",2420,""
"835","RCR09_191105","RCR09",2019-11-05,"Escherichia coli","MPN/100mL",236,""
"836","RCR09_191203","RCR09",2019-12-03,"Escherichia coli","MPN/100mL",488,""
"837","RCR12_150707","RCR09",2015-07-07,"Escherichia coli","MPN/100mL",348,""
"838","RCR12_150720","RCR09",2015-07-20,"Escherichia coli","MPN/100mL",258,""
"839","RCR12_150728","RCR09",2015-07-28,"Escherichia coli","MPN/100mL",1733,""
"840","RCR12_150804","RCR09",2015-08-04,"Escherichia coli","MPN/100mL",272,""
"841","RCR12_150818","RCR09",2015-08-18,"Escherichia coli","MPN/100mL",579,""
"842","RCR12_150825","RCR09",2015-08-25,"Escherichia coli","MPN/100mL",2420,">"
"843","RCR12_150901","RCR09",2015-09-01,"Escherichia coli","MPN/100mL",308,""
"844","RCR12_150908","RCR09",2015-09-08,"Escherichia coli","MPN/100mL",388,""
"845","RCR12_150915","RCR09",2015-09-15,"Escherichia coli","MPN/100mL",488,""
"846","RCR12_150928","RCR09",2015-09-28,"Escherichia coli","MPN/100mL",240,""
"847","RCR12_170502","RCR09",2017-05-02,"Escherichia coli","MPN/100mL",238,""
"848","RCR12_170509","RCR09",2017-05-09,"Escherichia coli","MPN/100mL",276,""
"849","RCR12_170522","RCR09",2017-05-22,"Escherichia coli","MPN/100mL",2420,">"
"850","RCR12_170613","RCR09",2017-06-13,"Escherichia coli","MPN/100mL",308,""
"851","RCR12_170620","RCR09",2017-06-20,"Escherichia coli","MPN/100mL",2420,">"
"852","RCR12_170626","RCR09",2017-06-26,"Escherichia coli","MPN/100mL",407,""
"853","RCR12_170705","RCR09",2017-07-05,"Escherichia coli","MPN/100mL",476,""
"854","RCR12_170711","RCR09",2017-07-11,"Escherichia coli","MPN/100mL",299,""
"855","RCR12_170724","RCR09",2017-07-24,"Escherichia coli","MPN/100mL",2420,">"
"856","RCR12_170731","RCR09",2017-07-31,"Escherichia coli","MPN/100mL",1046,""
"857","RCR12_170808","RCR09",2017-08-08,"Escherichia coli","MPN/100mL",1533,""
"858","RCR12_170821","RCR09",2017-08-21,"Escherichia coli","MPN/100mL",502,""
"859","RCR12_170905","RCR09",2017-09-05,"Escherichia coli","MPN/100mL",246,""
"860","RCR12_170905_0.1","RCR09",2017-09-05,"Escherichia coli","MPN/100mL",246,""
"861","RCR12_170912","RCR09",2017-09-12,"Escherichia coli","MPN/100mL",261,""
"862","RCR12_170912_0.1","RCR09",2017-09-12,"Escherichia coli","MPN/100mL",261,""
"863","RCR12_170925","RCR09",2017-09-25,"Escherichia coli","MPN/100mL",631,""
"864","RCR12_170925_0.1","RCR09",2017-09-25,"Escherichia coli","MPN/100mL",631,""
"865","RCR12_180508","RCR09",2018-05-08,"Escherichia coli","MPN/100mL",190,""
"866","RCR12_180522","RCR09",2018-05-22,"Escherichia coli","MPN/100mL",310,""
"867","RCR12_180529","RCR09",2018-05-29,"Escherichia coli","MPN/100mL",866,""
"868","RCR12_180612","RCR09",2018-06-12,"Escherichia coli","MPN/100mL",2420,">"
"869","RCR12_180619","RCR09",2018-06-19,"Escherichia coli","MPN/100mL",461,""
"870","RCR12_180625","RCR09",2018-06-25,"Escherichia coli","MPN/100mL",980,""
"871","RCR12_180702","RCR09",2018-07-02,"Escherichia coli","MPN/100mL",291,""
"872","RCR12_180717","RCR09",2018-07-17,"Escherichia coli","MPN/100mL",2420,">"
"873","RCR12_180723","RCR09",2018-07-23,"Escherichia coli","MPN/100mL",4840,">"
"874","RCR12_180730","RCR09",2018-07-30,"Escherichia coli","MPN/100mL",1046,""
"875","RCR12_180807","RCR09",2018-08-07,"Escherichia coli","MPN/100mL",2420,">"
"876","RCR12_180820","RCR09",2018-08-20,"Escherichia coli","MPN/100mL",2420,">"
"877","RCR12_180827","RCR09",2018-08-27,"Escherichia coli","MPN/100mL",2420,">"
"878","RCR12_180904","RCR09",2018-09-04,"Escherichia coli","MPN/100mL",2420,">"
"879","RCR12_180911","RCR09",2018-09-11,"Escherichia coli","MPN/100mL",1120,""
"880","RCR12_180924","RCR09",2018-09-24,"Escherichia coli","MPN/100mL",2420,">"
"881","TBK01_150714","TBK01",2015-07-14,"Escherichia coli","MPN/100mL",488,""
"882","TBK01_150714_0.315059","TBK01",2015-07-14,"Conductivity","uS/cm",988.042542,""
"883","TBK01_150714_0.315059","TBK01",2015-07-14,"Dissolved oxygen (DO)","mg/l",8.911245,""
"884","TBK01_150714_0.315059","TBK01",2015-07-14,"pH","none",7.977993,""
"885","TBK01_150714_0.315059","TBK01",2015-07-14,"Temperature, water","deg C",20.340981,""
"886","TBK01_150714_0.315059","TBK01",2015-07-14,"Turbidity","NTU",0.861874,""
"887","TBK01_151020","TBK01",2015-10-20,"Escherichia coli","MPN/100mL",72,""
"888","TBK01_151020_0.327031","TBK01",2015-10-20,"Conductivity","uS/cm",1062.795654,""
"889","TBK01_151020_0.327031","TBK01",2015-10-20,"Dissolved oxygen (DO)","mg/l",11.088096,""
"890","TBK01_151020_0.327031","TBK01",2015-10-20,"pH","none",8.094813,""
"891","TBK01_151020_0.327031","TBK01",2015-10-20,"Temperature, water","deg C",10.331717,""
"892","TBK01_160105","TBK01",2016-01-05,"Escherichia coli","MPN/100mL",34,""
"893","TBK01_160105_0.889656","TBK01",2016-01-05,"Conductivity","uS/cm",1051.102173,""
"894","TBK01_160105_0.889656","TBK01",2016-01-05,"Dissolved oxygen (DO)","mg/l",14.080873,""
"895","TBK01_160105_0.889656","TBK01",2016-01-05,"pH","none",8.020943,""
"896","TBK01_160105_0.889656","TBK01",2016-01-05,"Temperature, water","deg C",1.760374,""
"897","TBK01_160405","TBK01",2016-04-05,"Escherichia coli","MPN/100mL",84,""
"898","TBK01_160405_0.913353","TBK01",2016-04-05,"Conductivity","uS/cm",925.500488,""
"899","TBK01_160405_0.913353","TBK01",2016-04-05,"Dissolved oxygen (DO)","mg/l",11.88225,""
"900","TBK01_160405_0.913353","TBK01",2016-04-05,"pH","none",7.882743,""
"901","TBK01_160405_0.913353","TBK01",2016-04-05,"Temperature, water","deg C",8.190242,""
"902","TBK01_160719_0.583868","TBK01",2016-07-19,"Conductivity","uS/cm",768.522705,""
"903","TBK01_160719_0.583868","TBK01",2016-07-19,"Dissolved oxygen (DO)","mg/l",8.544324,""
"904","TBK01_160719_0.583868","TBK01",2016-07-19,"pH","none",7.95218,""
"905","TBK01_160719_0.583868","TBK01",2016-07-19,"Temperature, water","deg C",22.703199,""
"906","TBK01_160719_0.583868","TBK01",2016-07-19,"Turbidity","NTU",2.427384,""
"907","TBK01_161017_0.426984","TBK01",2016-10-18,"Conductivity","uS/cm",1131,""
"908","TBK01_161017_0.426984","TBK01",2016-10-18,"Dissolved oxygen (DO)","mg/l",9.418645,""
"909","TBK01_161017_0.426984","TBK01",2016-10-18,"pH","none",7.951239,""
"910","TBK01_161017_0.426984","TBK01",2016-10-18,"Temperature, water","deg C",16.489544,""
"911","TBK01_161018","TBK01",2016-10-18,"Escherichia coli","MPN/100mL",244,""
"912","TBK01_170117","TBK01",2017-01-17,"Conductivity","uS/cm",1270,""
"913","TBK01_170117","TBK01",2017-01-17,"Dissolved oxygen (DO)","mg/l",11.95,""
"914","TBK01_170117","TBK01",2017-01-17,"Escherichia coli","MPN/100mL",308,""
"915","TBK01_170117","TBK01",2017-01-17,"pH","none",6.3,""
"916","TBK01_170117","TBK01",2017-01-17,"Temperature, water","deg C",6.3,""
"917","TBK01_170117","TBK01",2017-01-17,"Turbidity","NTU",4.6,""
"918","TBK01_170404","TBK01",2017-04-04,"Conductivity","uS/cm",942,""
"919","TBK01_170404","TBK01",2017-04-04,"Dissolved oxygen (DO)","mg/l",9.1,""
"920","TBK01_170404","TBK01",2017-04-04,"Escherichia coli","MPN/100mL",48,""
"921","TBK01_170404","TBK01",2017-04-04,"pH","none",7.43,""
"922","TBK01_170404","TBK01",2017-04-04,"Temperature, water","deg C",14.3,""
"923","TBK01_170404","TBK01",2017-04-04,"Turbidity","NTU",0.3,""
"924","TBK01_170718","TBK01",2017-07-18,"Conductivity","uS/cm",1101,""
"925","TBK01_170718","TBK01",2017-07-18,"Dissolved oxygen (DO)","mg/l",8.28,""
"926","TBK01_170718","TBK01",2017-07-18,"Escherichia coli","MPN/100mL",138,""
"927","TBK01_170718","TBK01",2017-07-18,"pH","none",7.76,""
"928","TBK01_170718","TBK01",2017-07-18,"Temperature, water","deg C",22.98,""
"929","TBK01_171003","TBK01",2017-10-03,"Conductivity","uS/cm",1069,""
"930","TBK01_171003","TBK01",2017-10-03,"Dissolved oxygen (DO)","mg/l",10.23,""
"931","TBK01_171003","TBK01",2017-10-03,"Escherichia coli","MPN/100mL",1120,""
"932","TBK01_171003","TBK01",2017-10-03,"pH","none",7.94,""
"933","TBK01_171003","TBK01",2017-10-03,"Temperature, water","deg C",5.21,""
"934","TBK01_171003_0.1","TBK01",2017-10-03,"Escherichia coli","MPN/100mL",1120,""
"935","TBK01_180116","TBK01",2018-01-16,"Escherichia coli","MPN/100mL",727,""
"936","TBK01_180116_0.1","TBK01",2018-01-16,"Conductivity","uS/cm",1185,""
"937","TBK01_180116_0.1","TBK01",2018-01-16,"Dissolved oxygen (DO)","mg/l",14.12,""
"938","TBK01_180116_0.1","TBK01",2018-01-16,"pH","none",7.92,""
"939","TBK01_180116_0.1","TBK01",2018-01-16,"Temperature, water","deg C",1.77,""
"940","TBK01_180403","TBK01",2018-04-03,"Escherichia coli","MPN/100mL",30,""
"941","TBK01_180403_0.1","TBK01",2018-04-03,"Conductivity","uS/cm",1175,""
"942","TBK01_180403_0.1","TBK01",2018-04-03,"Dissolved oxygen (DO)","mg/l",11.62,""
"943","TBK01_180403_0.1","TBK01",2018-04-03,"pH","none",7.8,""
"944","TBK01_180403_0.1","TBK01",2018-04-03,"Temperature, water","deg C",8.96,""
"945","TBK01_180710","TBK01",2018-07-10,"Escherichia coli","MPN/100mL",313,""
"946","TBK01_180710_0.1","TBK01",2018-07-10,"Conductivity","uS/cm",910,""
"947","TBK01_180710_0.1","TBK01",2018-07-10,"Dissolved oxygen (DO)","mg/l",9.02,""
"948","TBK01_180710_0.1","TBK01",2018-07-10,"pH","none",7.8,""
"949","TBK01_180710_0.1","TBK01",2018-07-10,"Temperature, water","deg C",20.14,""
"950","TBK01_181002","TBK01",2018-10-02,"Escherichia coli","MPN/100mL",435,""
"951","TBK01_181002_0.1","TBK01",2018-10-02,"Conductivity","uS/cm",869,""
"952","TBK01_181002_0.1","TBK01",2018-10-02,"Dissolved oxygen (DO)","mg/l",9.3,""
"953","TBK01_181002_0.1","TBK01",2018-10-02,"pH","none",7.81,""
"954","TBK01_181002_0.1","TBK01",2018-10-02,"Temperature, water","deg C",19.5,""
"955","TBK01_190402","TBK01",2019-04-02,"Escherichia coli","MPN/100mL",86,""
"956","TBK01_190514","TBK01",2019-05-14,"Escherichia coli","MPN/100mL",308,""
"957","TBK01_190709","TBK01",2019-07-09,"Escherichia coli","MPN/100mL",770,""
"958","TBK01_190806","TBK01",2019-08-06,"Escherichia coli","MPN/100mL",61,""
"959","TBK01_190917","TBK01",2019-09-17,"Escherichia coli","MPN/100mL",228,""
"960","TBK01_191021","TBK01",2019-10-21,"Escherichia coli","MPN/100mL",461,""
"961","TBK01_191105","TBK01",2019-11-05,"Escherichia coli","MPN/100mL",105,""
"962","TBK01_191203","TBK01",2019-12-03,"Escherichia coli","MPN/100mL",952,""
"963","TBR01_150714","TBR01",2015-07-14,"Escherichia coli","MPN/100mL",687,""
"964","TBR01_150714_0.038328","TBR01",2015-07-14,"Conductivity","uS/cm",1110.470581,""
"965","TBR01_150714_0.038328","TBR01",2015-07-14,"Dissolved oxygen (DO)","mg/l",8.652169,""
"966","TBR01_150714_0.038328","TBR01",2015-07-14,"pH","none",7.974908,""
"967","TBR01_150714_0.038328","TBR01",2015-07-14,"Temperature, water","deg C",20.973923,""
"968","TBR01_151020","TBR01",2015-10-20,"Escherichia coli","MPN/100mL",461,""
"969","TBR01_151020_0.29328","TBR01",2015-10-20,"Conductivity","uS/cm",1067.539917,""
"970","TBR01_151020_0.29328","TBR01",2015-10-20,"Dissolved oxygen (DO)","mg/l",11.461452,""
"971","TBR01_151020_0.29328","TBR01",2015-10-20,"pH","none",7.716496,""
"972","TBR01_151020_0.29328","TBR01",2015-10-20,"Temperature, water","deg C",9.041182,""
"973","TBR01_160105","TBR01",2016-01-05,"Escherichia coli","MPN/100mL",545,""
"974","TBR01_160105_0.339823","TBR01",2016-01-05,"Conductivity","uS/cm",1116.679321,""
"975","TBR01_160105_0.339823","TBR01",2016-01-05,"Dissolved oxygen (DO)","mg/l",16.42757,""
"976","TBR01_160105_0.339823","TBR01",2016-01-05,"pH","none",7.949042,""
"977","TBR01_160105_0.339823","TBR01",2016-01-05,"Temperature, water","deg C",0.461038,""
"978","TBR01_160105_0.339823","TBR01",2016-01-05,"Turbidity","NTU",0.643911,""
"979","TBR01_160405","TBR01",2016-04-05,"Escherichia coli","MPN/100mL",260,""
"980","TBR01_160405_0.278648","TBR01",2016-04-05,"Conductivity","uS/cm",886,""
"981","TBR01_160405_0.278648","TBR01",2016-04-05,"Dissolved oxygen (DO)","mg/l",14.532128,""
"982","TBR01_160405_0.278648","TBR01",2016-04-05,"pH","none",8.284922,""
"983","TBR01_160405_0.278648","TBR01",2016-04-05,"Temperature, water","deg C",7.556099,""
"984","TBR01_160405_0.278648","TBR01",2016-04-05,"Turbidity","NTU",0.351881,""
"985","TBR01_160719_0.149131","TBR01",2016-07-19,"Conductivity","uS/cm",630.497314,""
"986","TBR01_160719_0.149131","TBR01",2016-07-19,"Dissolved oxygen (DO)","mg/l",7.432442,""
"987","TBR01_160719_0.149131","TBR01",2016-07-19,"pH","none",7.839323,""
"988","TBR01_160719_0.149131","TBR01",2016-07-19,"Temperature, water","deg C",23.383736,""
"989","TBR01_160719_0.149131","TBR01",2016-07-19,"Turbidity","NTU",0.161057,""
"990","TBR01_161018","TBR01",2016-10-18,"Escherichia coli","MPN/100mL",148,""
"991","TBR01_161018_0.15253","TBR01",2016-10-18,"Conductivity","uS/cm",1130.144165,""
"992","TBR01_161018_0.15253","TBR01",2016-10-18,"Dissolved oxygen (DO)","mg/l",9.493819,""
"993","TBR01_161018_0.15253","TBR01",2016-10-18,"pH","none",8.133107,""
"994","TBR01_161018_0.15253","TBR01",2016-10-18,"Temperature, water","deg C",16.459429,""
"995","TBR01_170117","TBR01",2017-01-17,"Conductivity","uS/cm",1223,""
"996","TBR01_170117","TBR01",2017-01-17,"Dissolved oxygen (DO)","mg/l",13.3,""
"997","TBR01_170117","TBR01",2017-01-17,"Escherichia coli","MPN/100mL",1986,""
"998","TBR01_170117","TBR01",2017-01-17,"pH","none",6.3,""
"999","TBR01_170117","TBR01",2017-01-17,"Temperature, water","deg C",6.3,""
"1000","TBR01_170117","TBR01",2017-01-17,"Turbidity","NTU",2.6,""
"1001","TBR01_170404","TBR01",2017-04-04,"Conductivity","uS/cm",617,""
"1002","TBR01_170404","TBR01",2017-04-04,"Dissolved oxygen (DO)","mg/l",12.8,""
"1003","TBR01_170404","TBR01",2017-04-04,"Escherichia coli","MPN/100mL",548,""
"1004","TBR01_170404","TBR01",2017-04-04,"pH","none",7.84,""
"1005","TBR01_170404","TBR01",2017-04-04,"Temperature, water","deg C",15.9,""
"1006","TBR01_170404","TBR01",2017-04-04,"Turbidity","NTU",0.2,""
